729.81054	-1
729.95595	1
730.10134	2
730.24671	0
730.39206	0
730.53739	0
730.68271	0
730.828	2
730.97327	0
731.11852	-1
731.26376	1
731.40897	1
731.55417	1
731.69934	3
731.8445	1
731.98963	1
732.13475	2
732.27984	1
732.42492	-1
732.56997	0
732.71501	-2
732.86002	2
733.00502	0
733.15	-1
733.29495	0
733.43989	-1
733.58481	1
733.7297	1
733.87458	0
734.01944	1
734.16427	1
734.30909	0
734.45388	-2
734.59866	1
734.74342	-1
734.88815	1
735.03287	1
735.17757	0
735.32224	0
735.4669	2
735.61153	1
735.75615	1
735.90074	3
736.04532	1
736.18987	-1
736.3344	2
736.47892	1
736.62341	1
736.76789	0
736.91234	2
737.05677	1
737.20118	2
737.34557	2
737.48995	3
737.6343	2
737.77863	3
737.92294	1
738.06723	4
738.2115	2
738.35574	2
738.49997	3
738.64418	1
738.78837	3
738.93253	0
739.07668	2
739.2208	4
739.36491	2
739.50899	4
739.65306	4
739.7971	4
739.94112	4
740.08512	4
740.2291	6
740.37306	5
740.517	7
740.66092	4
740.80482	7
740.94869	6
741.09255	8
741.23638	7
741.3802	5
741.52399	8
741.66776	7
741.81151	12
741.95524	9
742.09895	8
742.24264	8
742.38631	10
742.52996	11
742.67358	13
742.81719	12
742.96077	14
743.10433	14
743.24787	13
743.39139	13
743.53489	12
743.67837	16
743.82183	19
743.96526	20
744.10868	22
744.25207	21
744.39544	20
744.53879	21
744.68212	24
744.82543	27
744.96872	30
745.11198	32
745.25523	30
745.39845	28
745.54165	41
745.68483	38
745.82799	42
745.97113	43
746.11425	40
746.25734	49
746.40042	45
746.54347	53
746.6865	59
746.82951	58
746.97249	61
747.11546	62
747.2584	61
747.40133	61
747.54423	77
747.68711	70
747.82997	73
747.9728	81
748.11562	74
748.25841	83
748.40118	77
748.54393	81
748.68666	87
748.82936	89
748.97205	89
749.11471	91
749.25735	88
749.39997	81
749.54257	85
749.68514	93
749.8277	87
749.97023	91
750.11274	91
750.25523	89
750.39769	91
750.54014	93
750.68256	91
750.82496	92
750.96734	97
751.10969	95
751.25203	86
751.39434	89
751.53663	83
751.6789	86
751.82114	84
751.96336	88
752.10557	86
752.24775	89
752.3899	86
752.53204	88
752.67415	88
752.81624	89
752.95831	85
753.10036	86
753.24238	85
753.38438	84
753.52636	82
753.66832	81
753.81025	78
753.95217	79
754.09406	86
754.23592	77
754.37777	86
754.51959	73
754.66139	74
754.80317	72
754.94493	71
755.08666	75
755.22837	74
755.37006	77
755.51172	72
755.65337	72
755.79499	78
755.93658	77
756.07816	77
756.21971	67
756.36124	72
756.50275	77
756.64423	68
756.7857	65
756.92714	71
757.06855	67
757.20995	63
757.35132	75
757.49267	69
757.63399	64
757.77529	65
757.91658	60
758.05783	64
758.19907	64
758.34028	65
758.48147	58
758.62263	65
758.76378	56
758.9049	54
759.04599	59
759.18707	63
759.32812	55
759.46915	61
759.61015	55
759.75113	53
759.89209	49
760.03303	54
760.17394	53
760.31483	53
760.4557	51
760.59654	51
760.73736	48
760.87816	48
761.01893	56
761.15968	54
761.30041	47
761.44111	48
761.58179	46
761.72245	40
761.86309	46
762.0037	50
762.14429	50
762.28485	44
762.42539	45
762.56591	38
762.7064	49
762.84688	42
762.98732	37
763.12775	39
763.26815	39
763.40853	37
763.54888	34
763.68921	35
763.82952	39
763.9698	41
764.11006	38
764.2503	34
764.39051	39
764.5307	36
764.67086	27
764.811	37
764.95112	27
765.09122	35
765.23129	32
765.37133	33
765.51136	31
765.65136	32
765.79133	31
765.93128	33
766.07121	29
766.21112	28
766.351	28
766.49085	23
766.63069	26
766.7705	27
766.91028	26
767.05004	25
767.18978	23
767.32949	23
767.46918	25
767.60885	24
767.74849	20
767.88811	19
768.0277	23
768.16727	20
768.30682	21
768.44634	15
768.58583	17
768.72531	16
768.86476	21
769.00418	20
769.14358	18
