# tomography
49, 48, 52, 48, 49
647, 647, 647, 641, 647
49, 47, 43, 45, 47
683, 669, 660, 665, 686
413, 396, 402, 409, 409
300, 283, 297, 292, 293
419, 434, 426, 420, 416
303, 307, 312, 308, 303
399, 391, 388, 392, 378
621, 622, 628, 628, 618
382, 378, 385, 378, 392
259, 267, 268, 269, 270
436, 422, 435, 425, 428
351, 342, 345, 338, 344
394, 385, 401, 387, 396 
55, 54, 50, 55, 48
