# Aufgabe 3.2 Strom verstellen
# I_H [A],     	Frequenz f [MHz]
6.0,		223.3
5.95,		220.3
5.90,		208.4
5.85,		189.5
5.80,		168.7
5.75,		165.7
5.70,		154.3
5.65,		136.5
