# Dispersion, Druck 6.5 mm
#
# Wellenlänge [cm],	Frequenz [kHz]
5.2,	      		50
1.4,			200
0.82,			300
0.62,			400
0.52,			500
0.42,			600
0.36,			700
0.30,			800
0.28,			900
0.26,			1000
0.24,			1100
0.21,			1200
