# Dispersion, Druck: 5.5 mm
#
# Wellenlaenge [cm],	Frequenz [kHz]
6.8,	      		50
1.8,			200
1.1,			300
0.81,			400
0.67,			500
0.57,			600
0.53,			700
0.43,			800
0.34,			900
0.33,			1000
0.30,			1100
0.275,			1200
