# Aufgabe 3.1, beide  Filament sind an, Druck verstellen
# p [mm],     I_D [A]
5,  	      0.21
5.1,	      0.22
5.2,	      0.23
5.5,	      0.30
5.8,	      0.35
6.1,	      0.36
6.4,	      0.35
6.7,	      0.34
7.0,	      0.33
7.3,	      0.29
7.6,	      0.27
7.9,	      0.25
8.2,	      0.22
8.5,	      0.20
9.0,	      0.17
9.5,	      0.15
10,	      0.13
