# Aufgabe 3.1, nur ein Filament, Druck verstellen
# p [mm],     I_D [A]
5,  	      0.25
5.1,	      0.25
5.2,	      0.25
5.5,	      0.28
5.8,	      0.34
6.1,	      0.35
6.4,	      0.352
6.7,	      0.342
7.0,	      0.332
7.3,	      0.30
7.6,	      0.29
7.9,	      0.26
8.2,	      0.24
8.5,	      0.24
9.0,	      0.23
9.5,	      0.26
10,	      0.34
