# Aufgabe 3.2 Spannung verstellen
# U_D [V],     	Frequenz f [MHz]
50.3,		134.5
55.2,		168.3
60.2,		189.5
65.3,		210.3
70.3,		221.2
75.3,		228.3
80.0,		229.7
85,		239.1
90,		253.5
95,		265.9
100,		287.7
