# Aufgabe 3.2 Druck verstellen
# p [mm],     	Frequenz f [MHz]
4,		214.8
4.2,		220.8
4.4,		225.3
4.6,		228.3
4.8,		228.7
5.0,		229.4
5.1,		240.1
5.2,		267.9
5.3,		267.9
5.4,		283.7
5.42,		328.9
5.44,		356.2
5.46,		365.4
5.48,		379.0
5.5,		396.4
