#    Data Size 500
#    Time step 4 uS
#    ch1 No.   Volt
#==============================
#********CHANNEL 2*************
 0,32 
 1,60 
 2,61 
 3,82 
 4,83 
 5,101 
 6,101 
 7,116 
 8,116 
 9,127 
 10,127 
 11,135 
 12,135 
 13,141 
 14,140 
 15,145 
 16,144 
 17,145 
 18,146 
 19,141 
 20,143 
 21,138 
 22,139 
 23,131 
 24,132 
 25,122 
 26,123 
 27,112 
 28,112 
 29,99 
 30,99 
 31,83 
 32,83 
 33,66 
 34,66 
 35,46 
 36,47 
 37,26 
 38,26 
 39,6 
 40,6 
 41,0 
 42,0 
 43,0 
 44,0 
 45,0 
 46,0 
 47,0 
 48,0 
 49,0 
 50,0 
 51,0 
 52,0 
 53,0 
 54,0 
 55,0 
 56,0 
 57,0 
 58,0 
 59,7 
 60,8 
 61,30 
 62,31 
 63,55 
 64,55 
 65,77 
 66,78 
 67,96 
 68,97 
 69,112 
 70,113 
 71,124 
 72,125 
 73,134 
 74,133 
 75,140 
 76,139 
 77,144 
 78,143 
 79,146 
 80,146 
 81,142 
 82,144 
 83,138 
 84,140 
 85,132 
 86,133 
 87,125 
 88,126 
 89,114 
 90,115 
 91,102 
 92,102 
 93,87 
 94,87 
 95,70 
 96,71 
 97,51 
 98,52 
 99,31 
 100, 31 
 101, 11 
 102, 11 
 103, 0 
 104, 0 
 105, 0 
 106, 0 
 107, 0 
 108, 0 
 109, 0 
 110, 0 
 111, 0 
 112, 0 
 113, 0 
 114, 0 
 115, 0 
 116, 0 
 117, 0 
 118, 0 
 119, 0 
 120, 0 
 121, 2 
 122, 2 
 123, 25 
 124, 25 
 125, 49 
 126, 50 
 127, 72 
 128, 73 
 129, 92 
 130, 92 
 131, 109 
 132, 109 
 133, 122 
 134, 122 
 135, 132 
 136, 131 
 137, 139 
 138, 138 
 139, 143 
 140, 142 
 141, 146 
 142, 146 
 143, 143 
 144, 145 
 145, 139 
 146, 141 
 147, 134 
 148, 135 
 149, 127 
 150, 128 
 151, 117 
 152, 118 
 153, 105 
 154, 105 
 155, 91 
 156, 91 
 157, 75 
 158, 75 
 159, 56 
 160, 56 
 161, 36 
 162, 37 
 163, 15 
 164, 16 
 165, 0 
 166, 0 
 167, 0 
 168, 0 
 169, 0 
 170, 0 
 171, 0 
 172, 0 
 173, 0 
 174, 0 
 175, 0 
 176, 0 
 177, 0 
 178, 0 
 179, 0 
 180, 0 
 181, 0 
 182, 0 
 183, 0 
 184, 0 
 185, 19 
 186, 20 
 187, 43 
 188, 44 
 189, 67 
 190, 67 
 191, 87 
 192, 87 
 193, 105 
 194, 106 
 195, 118 
 196, 119 
 197, 129 
 198, 129 
 199, 137 
 200, 137 
 201, 142 
 202, 141 
 203, 145 
 204, 146 
 205, 143 
 206, 145 
 207, 140 
 208, 143 
 209, 136 
 210, 137 
 211, 129 
 212, 130 
 213, 120 
 214, 121 
 215, 108 
 216, 109 
 217, 94 
 218, 95 
 219, 79 
 220, 79 
 221, 61 
 222, 61 
 223, 41 
 224, 41 
 225, 21 
 226, 21 
 227, 1 
 228, 1 
 229, 0 
 230, 0 
 231, 0 
 232, 0 
 233, 0 
 234, 0 
 235, 0 
 236, 0 
 237, 0 
 238, 0 
 239, 0 
 240, 0 
 241, 0 
 242, 0 
 243, 0 
 244, 0 
 245, 0 
 246, 0 
 247, 13 
 248, 14 
 249, 37 
 250, 37 
 251, 61 
 252, 62 
 253, 82 
 254, 83 
 255, 101 
 256, 102 
 257, 116 
 258, 116 
