# Aufgabe 3.1, nur ein Filament, Spannung verstellen
# U_D [v],     I_D [A]
151.7,	       0.35
130.1,	       0.35
120.3,	       0.34
110.5,	       0.34
100.4,	       0.33
90.4,	       0.32
80.1,	       0.32
70.2,	       0.31
48.2, 	       0.30
47.2,	       0.29
40.2,	       0.29
35.1,	       0.29
31.2,	       0.28
29.1,	       0.28
28.2,	       0.28
27.1,	       0.28
26.1,	       0.27
25.0,	       0.27
24.1,	       0.25
23.8,	       0
23.6,	       0
23.0,	       0
