#    Data Size 500
#    Time step 4 uS
#    ch1 No.   Volt
#==============================
#********CHANNEL 1*************
 0,167 
 1,169 
 2,167 
 3,164 
 4,165 
 5,162 
 6,163 
 7,159 
 8,160 
 9,157 
 10,158 
 11,155 
 12,156 
 13,154 
 14,155 
 15,152 
 16,153 
 17,151 
 18,153 
 19,151 
 20,152 
 21,150 
 22,152 
 23,150 
 24,152 
 25,150 
 26,152 
 27,151 
 28,153 
 29,151 
 30,153 
 31,152 
 32,154 
 33,154 
 34,155 
 35,155 
 36,155 
 37,157 
 38,157 
 39,159 
 40,158 
 41,160 
 42,160 
 43,162 
 44,161 
 45,164 
 46,163 
 47,165 
 48,164 
 49,168 
 50,166 
 51,169 
 52,167 
 53,170 
 54,168 
 55,170 
 56,170 
 57,170 
 58,171 
 59,169 
 60,171 
 61,168 
 62,170 
 63,167 
 64,168 
 65,165 
 66,166 
 67,163 
 68,163 
 69,160 
 70,161 
 71,158 
 72,159 
 73,156 
 74,157 
 75,154 
 76,155 
 77,153 
 78,154 
 79,151 
 80,153 
 81,151 
 82,152 
 83,150 
 84,152 
 85,150 
 86,152 
 87,150 
 88,152 
 89,151 
 90,153 
 91,151 
 92,154 
 93,152 
 94,154 
 95,153 
 96,154 
 97,155 
 98,156 
 99,156 
 100,157 
 101,158 
 102,158 
 103,160 
 104,160 
 105,162 
 106,161 
 107,163 
 108,162 
 109,165 
 110,164 
 111,167 
 112,165 
 113,169 
 114,167 
 115,170 
 116,168 
 117,170 
 118,169 
 119,171 
 120,171 
 121,169 
 122,171 
 123,169 
 124,170 
 125,167 
 126,168 
 127,166 
 128,166 
 129,163 
 130,164 
 131,161 
 132,162 
 133,159 
 134,159 
 135,156 
 136,157 
 137,154 
 138,155 
 139,153 
 140,154 
 141,152 
 142,153 
 143,151 
 144,152 
 145,151 
 146,152 
 147,150 
 148,152 
 149,150 
 150,152 
 151,150 
 152,152 
 153,151 
 154,154 
 155,152 
 156,154 
 157,153 
 158,155 
 159,154 
 160,156 
 161,156 
 162,156 
 163,158 
 164,158 
 165,160 
 166,159 
 167,161 
 168,161 
 169,163 
 170,162 
 171,164 
 172,164 
 173,166 
 174,165 
 175,168 
 176,167 
 177,169 
 178,168 
 179,170 
 180,169 
 181,171 
 182,170 
 183,170 
 184,171 
 185,169 
 186,170 
 187,167 
 188,169 
 189,166 
 190,167 
 191,164 
 192,164 
 193,161 
 194,162 
 195,159 
 196,160 
 197,157 
 198,158 
 199,155 
 200,156 
 201,153 
 202,154 
 203,152 
 204,153 
 205,151 
 206,153 
 207,151 
 208,152 
 209,150 
 210,152 
 211,150 
 212,152 
 213,150 
 214,152 
 215,151 
 216,153 
 217,151 
 218,154 
 219,152 
 220,154 
 221,154 
 222,155 
 223,155 
 224,156 
 225,157 
 226,157 
 227,159 
 228,159 
 229,161 
 230,160 
 231,163 
 232,162 
 233,164 
 234,163 
 235,166 
 236,165 
 237,168 
 238,166 
 239,169 
 240,167 
 241,170 
 242,168 
 243,170 
 244,170 
 245,170 
 246,171 
 247,169 
 248,170 
 249,168 
 250,170 
 251,167 
 252,168 
 253,164 
 254,166 
 255,162 
 256,163 
 257,159 
 258,160 
 259,157 
 260,158 
 261,155 
 262,156 
 263,154 
 264,155 
 265,152 
 266,153 
 267,151 
 268,152 
 269,151 
 270,152 
 271,150 
 272,152 
 273,150 
 274,152 
 275,150 
 276,152 
 277,151 
 278,153 
 279,151 
 280,154 
 281,152 
 282,154 
 283,154 
 284,155 
 285,155 
 286,156 
 287,157 
 288,157 
 289,159 
 290,158 
 291,160 
 292,160 
 293,162 
 294,161 
 295,163 
 296,163 
 297,166 
 298,164 
 299,168 
 300,166 
 301,169 
 302,167 
 303,170 
 304,168 
 305,170 
 306,170 
 307,170 
 308,171 
 309,169 
 310,171 
 311,168 
 312,170 
 313,167 
 314,168 
 315,165 
 316,166 
 317,162 
 318,163 
 319,160 
 320,161 
 321,158 
 322,159 
 323,155 
 324,157 
 325,154 
 326,155 
 327,152 
 328,153 
 329,151 
 330,153 
 331,151 
 332,152 
 333,150 
 334,152 
 335,150 
 336,152 
 337,150 
 338,152 
 339,150 
 340,152 
 341,151 
 342,153 
 343,152 
 344,154 
 345,153 
 346,154 
 347,155 
 348,156 
 349,156 
 350,156 
 351,158 
 352,158 
 353,160 
